fiscal_year,fund,department,tag_peoples_budget,class,total
2023,Aviation Fund,Commerce,Commercial Corridors & Small Businesses,Payments to Other Funds,20000000
2023,Aviation Fund,Law,Government Operations,Personal Services,1630871
2023,Aviation Fund,Office of Sustainability,Government Operations,Personal Services,80873
2023,Aviation Fund,Office of Sustainability,Government Operations,Purchase of Services,30000
2023,Community Development Fund,Planning and Development,Housing & Homeless Services,Personal Services,5094921
2023,Community Development Fund,Planning and Development,Housing & Homeless Services,Purchase of Services,63165601
2023,Community Development Fund,Planning and Development,Housing & Homeless Services,"Materials, Supplies & Equip.",252500
2023,Community Development Fund,Planning and Development,Housing & Homeless Services,Payments to Other Funds,25000
2023,Community Development Fund,Licenses & Inspection,Government Operations,Personal Services,490303
2023,Community Development Fund,Finance-Employee Benefits,Government Operations,Pers. Svcs.-Emp.Benefits,5553245
2023,Community Development Fund,Finance,Government Operations,Advances and Other Misc. Payments,20000000
2023,Community Development Fund,Commerce,Commercial Corridors & Small Businesses,Personal Services,2151287
2023,Community Development Fund,Commerce,Commercial Corridors & Small Businesses,Purchase of Services,15396570
2023,Community Development Fund,Commerce,Commercial Corridors & Small Businesses,"Materials, Supplies & Equip.",3000
2023,Community Development Fund,Law,Government Operations,Personal Services,195573
2023,Car Rental Tax Fund,Sinking Fund Commission (Debt Service),Government Operations,Purchase of Services,7000000
2023,Municipal Pension Fund,Sinking Fund Commission (Debt Service),Government Operations,Personal Services,5017007
2023,Municipal Pension Fund,Sinking Fund Commission (Debt Service),Government Operations,Pers. Svcs.-Emp.Benefits,6828493
2023,Municipal Pension Fund,Sinking Fund Commission (Debt Service),Government Operations,Purchase of Services,1895000
2023,Municipal Pension Fund,Sinking Fund Commission (Debt Service),Government Operations,"Materials, Supplies & Equip.",71500
2023,Municipal Pension Fund,Sinking Fund Commission (Debt Service),Government Operations,Payments to Other Funds,90000
2023,Housing Trust Fund,Planning and Development,Housing & Homeless Services,Personal Services,2870664
2023,Housing Trust Fund,Planning and Development,Housing & Homeless Services,Pers. Svcs.-Emp.Benefits,379954
2023,Housing Trust Fund,Planning and Development,Housing & Homeless Services,Purchase of Services,77741382
2023,Housing Trust Fund,Planning and Development,Housing & Homeless Services,"Materials, Supplies & Equip.",150000
2023,Housing Trust Fund,Sinking Fund Commission (Debt Service),Government Operations,Purchase of Services,2750000
2023,Acute Care Hospital Fund,Public Health,Public Health Centers,Personal Services,10934422
2023,Acute Care Hospital Fund,Public Health,Public Health Centers,Purchase of Services,7447696
2023,Acute Care Hospital Fund,Public Health,Public Health Centers,"Materials, Supplies & Equip.",1475000
2023,Acute Care Hospital Fund,Public Health,Public Health Centers,Payments to Other Funds,4500000
2023,Acute Care Hospital Fund,Public Health,Public Health Centers,Purchase of Services,235000000
2023,Acute Care Hospital Fund,Finance,Government Operations,Personal Services,75000
2023,Acute Care Hospital Fund,Finance-Employee Benefits,Government Operations,Pers. Svcs.-Emp.Benefits,268882
2023,Acute Care Hospital Fund,Revenue,Government Operations,Personal Services,30000
2023,Acute Care Hospital Fund,Revenue,Government Operations,"Materials, Supplies & Equip.",15000
2023,Budget Stabilization Fund,Finance-Budget Stabilization,Government Operations,Payments to Other Funds,100
2023,Philadelphia County Demolition Fund,Licenses & Inspection,Government Operations,Purchase of Services,2250000
